sp_name,length,url,field_name,area_name,executor_name,overload_name,sp_city_name,active,coordinates,hzz
Hrvatski jezik i književnost,3,www.unipu.hr/index.php?id=1389,Filologija,Humanističke znanosti,Sveučilište Jurja Dobrile u Puli,Sveučilište Jurja Dobrile u Puli,Pula,1,"13.8512586,44.8664084","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Grafika,4,www.alu.unizg.hr/alu/cms/front_content.php?idcat=67&lang=1,Likovne umjetnosti,Umjetničko područje,Akademija likovnih umjetnosti Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9614183,45.8125577","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Industrijsko inženjerstvo,3,www.fesb.hr/studiji/industrijsko-inzenjerstvo,Temeljne tehničke znanosti,Tehničke znanosti,"Fakultet elektrotehnike, strojarstva i brodogradnje Sveučilišta u Splitu",Sveučilište u Splitu,Split,1,"16.469189,43.511287",Stručnjaci iz područja informatike i tehničkih znanosti
Informacijske znanosti,3,ozk.unizd.hr/?category_name=preddiplomski-studij,Informacijske i komunikacijske znanosti,Društvene znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Zadar,1,"15.2268558,44.1112964",Stručnjaci iz područja informatike i tehničkih znanosti
Informatika,3,www.pmfst.hr/index.php?option=com_2j_tabs&Itemid=327,Matematika,Prirodne znanosti,Prirodoslovno-matematički fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.441861,43.512161","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Informatika,3,www.inf.uniri.hr/hr/studiji/preddiplomski-studij.html,Informacijske i komunikacijske znanosti,Društvene znanosti,Odjel za informatiku Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4667733,45.328594",Stručnjaci iz područja informatike i tehničkih znanosti
Informatika,3,www.inf.uniri.hr/hr/studiji/preddiplomski-studij.html,Informacijske i komunikacijske znanosti,Društvene znanosti,Odjel za informatiku Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4667733,45.328594",Stručnjaci iz područja informatike i tehničkih znanosti
Informatika i tehnika,3,www.pmfst.hr/index.php?option=com_2j_tabs&Itemid=323,Matematika,Prirodne znanosti,Prirodoslovno-matematički fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.441861,43.512161","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Informatologija,3,web.ffos.hr/?id=34#informatologija,Informacijske i komunikacijske znanosti,Društvene znanosti,Filozofski fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.6808884,45.558785",Stručnjaci iz područja informatike i tehničkih znanosti
"Inteligentni transportni sustavi i logistika; smjeovi: Inteligentni transportni sustavi, Logistika",3,www.fpz.unizg.hr/upisi_preddiplomski1.asp?izbID=83,Tehnologija prometa i transport,Tehničke znanosti,Fakultet prometnih znanosti Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.0093895,45.8144754",Stručnjaci iz područja informatike i tehničkih znanosti
"Inženjerska fizika, termodinamika i mehanika",3,www.pmfst.hr/index.php?option=com_2j_tabs&Itemid=331,Fizika,Prirodne znanosti,Prirodoslovno-matematički fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.441861,43.512161","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Inženjerstvo na engleskom jeziku (Undergraduate Study Programme in Engineering),3,www.unizg.hr,Bez polja,Bez područja,Fakultet elektrotehnike i računarstva Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9712039,45.800887",""
Kazališna režija i radiofonija,3,www.adu.unizg.hr/index.php?option=com_content&view=article&id=337:studij-kazaline-reije-i-radiofonije-ba-i-ma&catid=40:pregled&Itemid=75,Kazališna umjetnost,Umjetničko područje,Akademija dramske umjetnosti Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9701206,45.808606","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Hungarologija,3,www.ffzg.unizg.hr/hungaro/,Filologija,Humanističke znanosti,Filozofski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9695033,45.7968407","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Kemija,3,www.ktf-split.hr/index.php/pds-2/spdsk,Kemija,Prirodne znanosti,Kemijsko-tehnološki fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.441861,43.512161","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Kemija i inženjerstvo materijala,3,www.fkit.unizg.hr/preddiplomski/kemija_i_inzenjerstvo_materijala,Kemijsko inženjerstvo,Tehničke znanosti,Fakultet kemijskog inženjerstva i tehnologije Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9705752,45.80726819999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
"Kemijska tehnologija; smjer: Kemijsko inženjerstvo, Zaštita okoliša",3,www.ktf.unist.hr/index.php/pds-2/kemijska-tehnologija-smjer-kemijsko-inzenjerstvo,Kemijsko inženjerstvo,Tehničke znanosti,Kemijsko-tehnološki fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.441861,43.512161","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Kemijsko inženjerstvo,3,www.fkit.unizg.hr/preddiplomski/kemijsko_inzenjerstvo,Kemijsko inženjerstvo,Tehničke znanosti,Fakultet kemijskog inženjerstva i tehnologije Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9705752,45.80726819999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Kineziologija,3,www.kifst.hr/content/preddiplomski-studij-kineziologije,Kineziologija,Društvene znanosti,Kineziološki fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.4343163,43.5149389","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Kineziologija,3,www.kif.unizg.hr/integrirani_preddiplomski_i_diplomski_studij/plan_i_program,Kineziologija,Društvene znanosti,Kineziološki fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,0,"15.9439932,45.7848544","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Kiparstvo,3,www.umas.hr/odjeli/likovna-umjetnost/kiparstvo/,Likovne umjetnosti,Umjetničko područje,Umjetnička akademija Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.4473299,43.5085094","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Komunikologija,3,www.hrstud.unizg.hr/preddiplomski/dvopredmetni/komunikologija,Informacijske i komunikacijske znanosti,Društvene znanosti,Hrvatski studiji Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.0202383,45.8097587",Stručnjaci iz područja informatike i tehničkih znanosti
Klasična harmonika,4,www.unipu.hr/index.php?id=1758,Glazbena umjetnost,Umjetničko područje,Sveučilište Jurja Dobrile u Puli,Sveučilište Jurja Dobrile u Puli,Pula,1,"13.8512586,44.8664084","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Krajobrazna arhitektura,3,www.agr.unizg.hr/hr/article/561/krajobrazna_arhitektura,Poljoprivreda (agronomija),Biotehničke znanosti,Agronomski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.029817,45.8282075","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Računarstvo,3,www.riteh.uniri.hr/nast/novi_progr/sv_rac_p/,Računarstvo,Tehničke znanosti,Tehnički fakultet Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4258374,45.3375315",Stručnjaci iz područja informatike i tehničkih znanosti
Kiparstvo,4,www.alu.unizg.hr/alu/cms/front_content.php?idcat=67&lang=1,Likovne umjetnosti,Umjetničko područje,Akademija likovnih umjetnosti Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9614183,45.8125577","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Kultura i turizam,3,oet.unipu.hr/index.php?id=1119,Bez polja,Bez područja,Sveučilište Jurja Dobrile u Puli,Sveučilište Jurja Dobrile u Puli,Pula,1,"13.8512586,44.8664084",""
Kultura i turizam,3,www.unizd.hr/tikz/Studijskiprogrami/tabid/2530/Default.aspx,Informacijske i komunikacijske znanosti,Društvene znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Zadar,1,"15.2268558,44.1112964",Stručnjaci iz područja informatike i tehničkih znanosti
Latinski jezik i rimska književnost,3,www.unipu.hr/index.php?id=196,Filologija,Humanističke znanosti,Sveučilište Jurja Dobrile u Puli,Sveučilište Jurja Dobrile u Puli,Pula,1,"13.8512586,44.8664084","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Latinski jezik i rimska književnost,3,www.unizd.hr/klasicnafilologija/Studijskiprogrami/Latinskijezikiknjiževnost/tabid/485/Default.aspx,Filologija,Humanističke znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Zadar,1,"15.2268558,44.1112964","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Likovna kultura,3,www.uaos.unios.hr/index.php?option=com_content&view=article&id=2074%3Apreddiplomski-studij-likovna-kultura&catid=109%3Astudiji&,Likovne umjetnosti,Umjetničko područje,Umjetnička akademija Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.705481,45.55734400000001","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Kroatologija,3,www.hrstud.unizg.hr/preddiplomski/dvopredmetni/kroatologija,Filologija,Humanističke znanosti,Hrvatski studiji Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.0202383,45.8097587","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Likovna kultura i likovna umjetnost,3,www.umas.hr/odjeli/likovna-umjetnost/likovna-kultura-i-likovna-umjetnost/,Likovne umjetnosti,Umjetničko područje,Umjetnička akademija Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.4473299,43.5085094","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Likovna pedagogija,4,apuri.hr/index.php?option=com_content&task=blogcategory&id=20&Itemid=33,Likovne umjetnosti,Umjetničko područje,Akademija primijenjenih umjetnosti Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4663401,45.32703729999999","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Logopedija,3,www.erf.unizg.hr/hr/studiji/preddiplomski-logopedija,Logopedija,Društvene znanosti,Edukacijsko-rehabilitacijski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.0424799,45.8118151","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Filozofija,3,www.ffos.unios.hr/?id=34,Filozofija,Humanističke znanosti,Filozofski fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.6808884,45.558785","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Likovna kultura,3,www.alu.unizg.hr/alu/cms/front_content.php?idcat=67&lang=1,Likovne umjetnosti,Umjetničko područje,Akademija likovnih umjetnosti Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9614183,45.8125577","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Kroatologija,3,www.hrstud.unizg.hr/preddiplomski/kroatologija,Filologija,Humanističke znanosti,Hrvatski studiji Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.0202383,45.8097587","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Matematika,3,www.mathos.unios.hr/index.php/nastava/preddiplomski-studij-matematike/studijski-program-prediplomski,Matematika,Prirodne znanosti,Odjel za matematiku Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4670646,45.3285603","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Matematika,3,www.pmfst.hr/index.php?option=com_2j_tabs&Itemid=328,Matematika,Prirodne znanosti,Prirodoslovno-matematički fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.441861,43.512161","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Matematika,3,www.math.pmf.unizg.hr/hr/kategorije/preddiplomski,Matematika,Prirodne znanosti,Prirodoslovno-matematički fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9698015,45.81057029999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Matematika i fizika,3,www.pmfst.hr/index.php?option=com_2j_tabs&Itemid=329,Matematika,Prirodne znanosti,Prirodoslovno-matematički fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.441861,43.512161","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Matematika i informatika,3,www.pmfst.hr/index.php?option=com_2j_tabs&Itemid=330,Matematika,Prirodne znanosti,Prirodoslovno-matematički fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.441861,43.512161","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Matematika; smjer: nastavnički,3,www.math.pmf.unizg.hr/hr/kategorije/preddiplomski,Matematika,Prirodne znanosti,Prirodoslovno-matematički fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9698015,45.81057029999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Medicinska laboratorijska dijagnostika,3,ozs.unist.hr/studijski-programi/preddiplomski-programi/med-lab-dijagnostika,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Sveučilišni odjel zdravstvenih studija Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.441861,43.512161","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Mediji i kultura društva,3,www.unidu.hr/odjeli.php?idizbornik=134,Informacijske i komunikacijske znanosti,Društvene znanosti,Sveučilište u Dubrovniku,Sveučilište u Dubrovniku,Dubrovnik,1,"18.1003189,42.6440794",Stručnjaci iz područja informatike i tehničkih znanosti
Medijski dizajn,3,www.unin.hr/medijski-dizajn/o-studiju/,Primijenjena umjetnost,Umjetničko područje,Sveučilište Sjever,Sveučilište Sjever,Koprivnica,1,"16.8427062,46.1742977","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Menadžment,3,www.unizd.hr/ekonomija/Preddiplomskistudijinfo/tabid/5210/Default.aspx,Ekonomija,Društvene znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Zadar,1,"15.2268558,44.1112964","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Molekularna biologija,3,www.pmf.unizg.hr/biol/preddiplomski_studij,Biologija,Prirodne znanosti,Prirodoslovno-matematički fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9698015,45.81057029999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Montaža,3,www.adu.unizg.hr/index.php?option=com_content&view=article&id=340:studij-montae-ba-i-ma&catid=40:pregled&Itemid=75,Filmska umjetnost,Umjetničko područje,Akademija dramske umjetnosti Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9701206,45.808606","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Morsko ribarstvo,3,more.unist.hr/Nastava/Preddiplomskisveučilišnistudijskiprogrami/Morskoribarstvo/Opis/tabid/553/Default.aspx,Poljoprivreda (agronomija),Biotehničke znanosti,Sveučilišni odjel za studije mora Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.441861,43.512161","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Naftno rudarstvo,3,www.rgn.hr/hr/studiji/preddiplomski-studij/naftno-rudarstvo,"Rudarstvo, nafta i geološko inženjerstvo",Tehničke znanosti,Rudarsko-geološko-naftni fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9640682,45.8069429",Stručnjaci iz područja informatike i tehničkih znanosti
Nautika,3,www.unidu.hr/odjeli.php?idizbornik=129,Tehnologija prometa i transport,Tehničke znanosti,Sveučilište u Dubrovniku,Sveučilište u Dubrovniku,Dubrovnik,1,"18.1003189,42.6440794",Stručnjaci iz područja informatike i tehničkih znanosti
Nautika i tehnologija pomorskog prometa,3,www.pfri.uniri.hr/index.php?option=com_content&view=article&id=86&Itemid=154&lang=hr,Tehnologija prometa i transport,Tehničke znanosti,Pomorski fakultet Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4361747,45.3303549",Stručnjaci iz područja informatike i tehničkih znanosti
Novinarstvo,3,www.unin.hr/novinarstvo/o-studiju/,Informacijske i komunikacijske znanosti,Društvene znanosti,Sveučilište Sjever,Sveučilište Sjever,Koprivnica,1,"16.8427062,46.1742977",Stručnjaci iz područja informatike i tehničkih znanosti
Novinarstvo,3,www.fpzg.unizg.hr/studiji/preddiplomski/novinarstvo,Informacijske i komunikacijske znanosti,Društvene znanosti,Fakultet političkih znanosti Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9929798,45.80787489999999",Stručnjaci iz područja informatike i tehničkih znanosti
Nutricionizam,3,www.pmfst.hr/index.php?option=com_content&view=article&id=1083&Itemid=564,Prehrambena tehnologija,Biotehničke znanosti,Prirodoslovno-matematički fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.441861,43.512161","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Nutricionizam,3,www.pbf.unizg.hr/hr/studij/preddiplomski_studij_bolonjski_proces/nutricionizam,Prehrambena tehnologija,Biotehničke znanosti,Prehrambeno-biotehnološki fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9641624,45.807354","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Hrvatski jezik i književnost,3,web.ffos.hr/?id=34#hrvatski,Filologija,Humanističke znanosti,Filozofski fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.6808884,45.558785","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Njemački jezik i književnost,3,www.unizd.hr/njemacki/Redpredavanja/tabid/588/Default.aspx,Filologija,Humanističke znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Zadar,1,"15.2268558,44.1112964","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Pedagogija,3,www.ffst.hr/studiji/preddiplomski/pedagogija,Pedagogija,Društvene znanosti,Filozofski fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.4330741,43.5148935","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Pedagogija,3,www.unizd.hr/pedagogija/Studijskiprogram/Preddiplomskistudij/tabid/5951/Default.aspx,Pedagogija,Društvene znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Zadar,1,"15.2268558,44.1112964","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Radna terapija,3,www.zvu.hr/strucni-studij-radne-terapije/,Javno zdravstvo i zdravstvena zaštita,Biomedicina i zdravstvo,Zdravstveno veleučilište u Zagrebu,Zdravstveno veleučilište u Zagrebu,Zagreb,1,"15.9778987,45.82734869999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Pjevanje,4,www.uaos.unios.hr/index.php?option=com_content&view=article&id=2076&Itemid=517&lang=hr,Glazbena umjetnost,Umjetničko područje,Umjetnička akademija Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.705481,45.55734400000001","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
